x, y
0.00113314447592068, -5.012594458438287
0.0084985835694051, -3.652392947103274
0.01473087818696884, -2.7707808564231735
0.01869688385269122, -2.0403022670025184
0.02096317280453258, -1.5869017632241817
0.022096317280453262, -1.1083123425692687
0.02889518413597734, -0.9571788413098226
0.04702549575070822, -0.7304785894206542
0.06402266288951843, -0.6297229219143574
0.09065155807365441, -0.5541561712846352
0.12351274787535413, -0.4534005037783366
0.15637393767705385, -0.37783375314861445
0.19886685552407934, -0.3022670025188905
