x, y
0.00113314447592068, -4.987405541561713
0.00623229461756374, -3.954659949622166
0.01303116147308782, -2.9219143576826196
0.01756373937677054, -2.2670025188916876
0.01926345609065156, -1.738035264483626
0.021529745042492922, -1.3350125944584388
0.02379603399433428, -1.083123425692694
0.02379603399433428, -1.083123425692694
0.02776203966005666, -0.9823677581863972
0.0396600566572238, -0.8312342569269511
0.05495750708215298, -0.6549118387909321
0.08045325779036828, -0.5289672544080606
0.1218130311614731, -0.4030226700251891
0.17337110481586404, -0.2267002518891683
0.1909348441926346, -0.15113350125944613
0.19886685552407934, -0.07556675062972218
